fraction,name,similarity,sketch_kmers
0.02726031319008398,"ENA|CP000473|CP000473.1 Solibacter usitatus Ellin6076, complete genome.",0.9819999933242798,9804926
0.021811023541533175,"ENA|CP003364|CP003364.1 Singulisphaera acidiphila DSM 18658, complete genome.",0.8259999752044678,9326549
0.01733303188226369,"ENA|CP003130|CP003130.1 Granulicella mallensis MP5ACTX8, complete genome.",0.984000027179718,6221633
0.016509176003682357,"ENA|CP001032|CP001032.1 Opitutus terrae PB90-1, complete genome.",0.9819999933242798,5937982
0.01643337581761381,ENA|BX119912|BX119912.1 Rhodopirellula baltica SH 1 complete genome,0.8159999847412109,7113144
0.01583060157033959,"ENA|CP000360|CP000360.1 Candidatus Koribacter versatilis Ellin345, complete genome.",0.9959999918937683,5613879
0.0143734603254462,"ENA|CP001848|CP001848.1 Pirellula staleyi DSM 6068, complete genome.",0.8259999752044678,6146194
0.014071332763899888,"ENA|CP002467|CP002467.1 Terriglobus saanensis SP1PR4, complete genome.",0.9900000095367432,5020246
0.01367492286215966,"ENA|CP002546|CP002546.1 Planctomyces brasiliensis DSM 5305, complete genome.",0.8140000104904175,5933698
0.013598646832950067,"ENA|AP012206|AP012206.1 Bradyrhizobium japonicum USDA 6 DNA, complete genome.",0.5180000066757202,9272373
0.013057364698530086,"ENA|CP003379|CP003379.1 Terriglobus roseus DSM 18391, complete genome.",0.9860000014305115,4677390
0.01295750383877302,"ENA|CP000909|CP000909.1 Chloroflexus aurantiacus J-10-fl, complete genome.",0.8920000195503235,5130757
0.012894799977209518,"ENA|CP001364|CP001364.1 Chloroflexus sp. Y-400-fl, complete genome.",0.8880000114440918,5128928
0.012458923354080267,"ENA|CP001744|CP001744.1 Planctomyces limnophilus DSM 3776, complete genome.",0.8180000185966492,5379627
0.01222799932890392,"ENA|CP000494|CP000494.1 Bradyrhizobium sp. BTAi1, complete genome.",0.5320000052452087,8118368
0.012105427853469812,"ENA|CP002480|CP002480.1 Granulicella tundricola MP5ACTX9, complete genome.",0.9940000176429749,4301488
0.012025955423639883,"ENA|BA000040|BA000040.2 Bradyrhizobium diazoefficiens USDA 110 DNA, complete genome.",0.47200000286102295,8999172
0.012020847457542675,"ENA|CP002353|CP002353.1 Isosphaera pallida ATCC 43644, complete genome.",0.777999997138977,5457333
0.011831361865258032,"ENA|AP009153|AP009153.1 Gemmatimonas aurantiaca T-27 DNA, complete genome.",0.8999999761581421,4643198
0.011651495420281285,"ENA|CP000611|CP000611.1 Mycobacterium tuberculosis H37Ra, complete genome.",0.9580000042915344,4295771
0.01158902186360122,"ENA|CM000789|CM000789.2 Mycobacterium tuberculosis KZN R506 chromosome, whole genome shotgun sequence.",0.9639999866485596,4246144
0.011375465567333674,ENA|HE608151|HE608151.1 Mycobacterium tuberculosis UT205 complete genome,0.9580000042915344,4194002
0.011333633727096337,"ENA|CP001472|CP001472.1 Acidobacterium capsulatum ATCC 51196, complete genome.",0.9819999933242798,4076455
0.010443953815162225,"ENA|CP001998|CP001998.1 Coraliomargarita akajimensis DSM 45221, complete genome.",0.9819999933242798,3756457
0.01037850834650188,"ENA|CU234118|CU234118.1 Bradyrhizobium sp. ORS278,complete sequence.",0.49799999594688416,7360894
0.01021469488824011,ENA|HE572590|HE572590.1 Mycobacterium canettii CIPT 140010059 complete genome,0.8379999995231628,4305329
0.010190020159122383,ENA|FO203507|FO203507.1 Mycobacterium canettii CIPT 140060008 complete genome,0.8379999995231628,4294929
0.009775744089501772,"ENA|CP000875|CP000875.1 Herpetosiphon aurantiacus DSM 785, complete genome.",0.5479999780654907,6300779
0.00902500194572313,"ENA|AP012279|AP012279.1 Bradyrhizobium sp. S23321 DNA, complete genome.",0.44200000166893005,7211905
0.008216204625177791,"ENA|CP000686|CP000686.1 Roseiflexus sp. RS-1, complete genome.",0.527999997138977,5496197
0.007932962304191249,"ENA|CP000804|CP000804.1 Roseiflexus castenholzii DSM 13941, complete genome.",0.5120000243186951,5472558
0.007549445244951301,"ENA|AP012337|AP012337.1 Caldilinea aerophila DSM 14535 = NBRC 104270 DNA, complete genome.",0.5239999890327454,5088722
0.0075194409145677215,"ENA|CP001097|CP001097.1 Chlorobium limicola DSM 245, complete genome.",0.9980000257492065,2661215
0.00743270992542269,"ENA|AP012338|AP012338.1 Phycisphaera mikurensis NBRC 102666 DNA, complete genome.",0.7020000219345093,3739685
0.007340019442478544,"ENA|CP002514|CP002514.1 Chloracidobacterium thermophilum B chromosome 1, complete sequence.",0.972000002861023,2667202
0.0072521361958960955,"ENA|CP001071|CP001071.1 Akkermansia muciniphila ATCC BAA-835, complete genome.",0.9739999771118164,2629856
0.007251008751271635,ENA|FO203509|FO203509.1 Mycobacterium canettii CIPT 140070010 complete genome,0.5860000252723694,4370446
0.006862800631364219,"ENA|CP001337|CP001337.1 Chloroflexus aggregans DSM 9485, complete genome.",0.5220000147819519,4643611
0.006446263052974562,"ENA|FO082820|FO082820.1 Rhizobium sp. NT-26 chromosome, complete genome.",0.5440000295639038,4185372
0.00626908208922677,"ENA|CP002516|CP002516.1 Escherichia coli KO11, complete genome.",0.46000000834465027,4813612
0.006252572647396736,"ENA|CP003301|CP003301.1 Escherichia coli O104:H4 str. 2009EL-2071, complete genome.",0.42800000309944153,5159884
0.006215185413527269,"ENA|CP002729|CP002729.1 Escherichia coli UMNK88, complete genome.",0.4359999895095825,5034920
0.006149818782057158,"ENA|CP000975|CP000975.1 Methylacidiphilum infernorum V4, complete genome.",0.9620000123977661,2257939
0.006020620383325829,"ENA|CP004009|CP004009.1 Escherichia coli APEC O78, complete genome.",0.4519999921321869,4704655
0.006007757113346192,"ENA|AM236080|AM236080.1 Rhizobium leguminosarum bv. viciae chromosome complete genome, strain 3841",0.42800000309944153,4957852
0.005990067870298428,"ENA|CP001622|CP001622.1 Rhizobium leguminosarum bv. trifolii WSM1325, complete genome.",0.4480000138282776,4722573
0.0058038661024789,"ENA|AP012306|AP012306.1 Escherichia coli str. K-12 substr. MDS42 DNA, complete genome.",0.5180000066757202,3957424
0.00577055840844043,"ENA|CP001846|CP001846.1 Escherichia coli O55:H7 str. CB9615, complete genome.",0.38999998569488525,5226106
0.005755860909759929,"ENA|HE616528|HE616528.1 Shigella sonnei 53G main chromosome, complete genome",0.44200000166893005,4599525
0.00557355110723849,"ENA|CP001383|CP001383.1 Shigella flexneri 2002017, complete genome.",0.4580000042915344,4298248
0.0054674941414185555,"ENA|CP004015|CP004015.1 Rhizobium tropici CIAT 899, complete genome.",0.5099999904632568,3786545
0.0052555760811529625,"ENA|AP012029|AP012029.1 Anaerolinea thermophila UNI-1 DNA, complete genome.",0.5379999876022339,3450349
0.005248502965297928,"ENA|CP001074|CP001074.1 Rhizobium etli CIAT 652, complete genome.",0.41200000047683716,4499489
0.0047683754392917185,"ENA|CP003034|CP003034.1 Escherichia coli O7:K1 str. CE10, complete genome.",0.3240000009536743,5198169
0.004732378133692944,"ENA|CP001191|CP001191.1 Rhizobium leguminosarum bv. trifolii WSM2304, complete genome.",0.3720000088214874,4493259
0.0046392957171492956,"ENA|CP000133|CP000133.1 Rhizobium etli CFN 42, complete genome.",0.38199999928474426,4289569
0.004423335487864653,ENA|FQ312004|FQ312004.1 Bacteroides fragilis 638R genome.,0.29600000381469727,5278167
0.004380481508605642,"ENA|CP000034|CP000034.1 Shigella dysenteriae Sd197, complete genome.",0.40400001406669617,3829706
0.004247962136145977,"ENA|AP006841|AP006841.1 Bacteroides fragilis YCH46 DNA, complete genome.",0.2879999876022339,5209705
0.004011105509486649,"ENA|CR626927|CR626927.1 Bacteroides fragilis NCTC 9343, complete genome",0.2759999930858612,5133103
0.0034850887479249116,"ENA|CP001823|CP001823.1 Sphaerobacter thermophilus DSM 20745 chromosome 1, complete sequence.",0.4480000138282776,2747646
0.0026735104815346104,"ENA|CP003196|CP003196.1 Propionibacterium acnes TypeIA2 P.acn17, complete genome.",0.37400001287460327,2524848
0.0024929924452649346,"ENA|CP003293|CP003293.1 Propionibacterium acnes HL096PA1, complete genome.",0.3540000021457672,2487383
0.0023538969727047213,"ENA|CP001055|CP001055.1 Elusimicrobium minutum Pei191, complete genome.",0.5120000243186951,1623837
0.002268622558227514,"ENA|CP003324|CP003324.1 Mycobacterium intracellulare MOTT-64, complete genome.",0.1459999978542328,5488256
0.0022077190345456943,"ENA|BX936398|BX936398.1 Yersinia pseudotuberculosis IP32953 genome, complete sequence.",0.17000000178813934,4586906
0.0022052285249409167,"ENA|CP001589|CP001589.1 Yersinia pestis D182038, complete genome.",0.17800000309944153,4375811
0.002194383408086108,"ENA|CP003322|CP003322.1 Mycobacterium intracellulare ATCC 13950, complete genome.",0.14399999380111694,5382388
0.002132066698175458,"ENA|CP001593|CP001593.1 Yersinia pestis Z176003, complete genome.",0.17399999499320984,4327893
0.002073766874044432,"ENA|CP002275|CP002275.1 Mycobacterium indicus pranii MTCC 9506, complete genome.",0.13199999928474426,5548952
0.0020095584002468893,"ENA|CP001404|CP001404.1 Sulfolobus islandicus Y.N.15.51, complete genome.",0.2639999985694885,2688572
0.0020091471042974706,"ENA|CP001401|CP001401.1 Sulfolobus islandicus M.16.27, complete genome.",0.26600000262260437,2667811
0.00199409605713077,"ENA|CP002425|CP002425.1 Sulfolobus islandicus REY15A, complete genome.",0.28600001335144043,2462663
0.001924644908906105,"ENA|CP001731|CP001731.1 Sulfolobus islandicus L.D.8.5, complete genome.",0.257999986410141,2634850
0.001879587515436695,"ENA|CP003928|CP003928.1 Sulfolobus islandicus LAL14/1, complete genome.",0.27000001072883606,2458803
0.0018790083066047522,"ENA|CP004080|CP004080.1 Dehalococcoides mccartyi BTF08, complete genome.",0.4620000123977661,1436520
0.0018718257754386331,"ENA|CP001829|CP001829.1 Corynebacterium pseudotuberculosis C231, complete genome.",0.28600001335144043,2311662
0.0018674937365862061,"ENA|CP004079|CP004079.1 Dehalococcoides mccartyi DCMB5, complete genome.",0.4620000123977661,1427717
0.0018672138066597337,"ENA|CP002614|CP002614.1 Salmonella enterica subsp. enterica serovar Typhimurium str. UK-1, complete genome.",0.1379999965429306,4779032
0.0018056395625103817,"ENA|AE017220|AE017220.1 Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67, complete genome.",0.13600000739097595,4689398
0.0017972277745561293,ENA|AJ965256|AJ965256.1 Dehalococcoides sp. CBDB1 complete genome,0.4580000042915344,1385998
0.0017126349814851902,"ENA|CP001144|CP001144.1 Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853, complete genome.",0.12600000202655792,4800862
0.0017070572469436909,"ENA|CP003084|CP003084.1 Propionibacterium acnes ATCC 11828, complete genome.",0.23999999463558197,2512244
0.0016918455276251523,"ENA|CP001924|CP001924.1 Dehalococcoides sp. GT, complete genome.",0.4480000138282776,1333852
0.0016551493642954593,"ENA|CP003421|CP003421.3 Corynebacterium pseudotuberculosis 31, complete genome.",0.2460000067949295,2376441
0.0016036314126127065,"ENA|FM200053|FM200053.1 Salmonella enterica subsp. enterica serovar Paratyphi A str. AKU_12601 complete genome, strain AKU_12601",0.12399999797344208,4567808
0.0015596019037406649,"ENA|CP002099|CP002099.1 Salmonella enterica subsp. enterica serovar Typhi str. Ty21a, complete genome.",0.11800000071525574,4668278
0.0014598027125715502,"ENA|CP000688|CP000688.1 Dehalococcoides sp. BAV1, complete genome.",0.3919999897480011,1315325
0.0014412853002411248,"ENA|CP001275|CP001275.1 Thermomicrobium roseum DSM 5159, complete genome.",0.25200000405311584,2020107
0.0011632421627422495,"ENA|CP003497|CP003497.1 Bifidobacterium animalis subsp. lactis B420, complete genome.",0.2160000056028366,1902135
0.0010952239241567348,"ENA|AP009510|AP009510.1 Uncultured Termite group 1 bacterium phylotype Rs-D17 DNA, complete genome.",0.34200000762939453,1131102
0.0010547462398142935,"ENA|CP000518|CP000518.1 Mycobacterium sp. KMS, complete genome.",0.06599999964237213,5644546
0.0010326146405273133,"ENA|AE016958|AE016958.1 Mycobacterium avium subsp. paratuberculosis str. k10, complete genome.",0.07599999755620956,4798988
0.0010325671209446261,"ENA|CP002084|CP002084.1 Dehalogenimonas lykanthroporepellens BL-DC-9, complete genome.",0.2280000001192093,1599589
