fraction,name,similarity,sketch_kmers
0.02066299520615092,"ENA|CP000473|CP000473.1 Solibacter usitatus Ellin6076, complete genome.",0.9959999918937683,9804926
0.017326271774000652,"ENA|CP003364|CP003364.1 Singulisphaera acidiphila DSM 18658, complete genome.",0.878000020980835,9326549
0.013164185979296736,"ENA|CP003130|CP003130.1 Granulicella mallensis MP5ACTX8, complete genome.",1.0,6221633
0.012883236767586207,ENA|BX119912|BX119912.1 Rhodopirellula baltica SH 1 complete genome,0.8560000061988831,7113144
0.01253888874572302,"ENA|CP001032|CP001032.1 Opitutus terrae PB90-1, complete genome.",0.9980000257492065,5937982
0.011878255631804124,"ENA|CP000360|CP000360.1 Candidatus Koribacter versatilis Ellin345, complete genome.",1.0,5613879
0.011274346969073298,"ENA|CP002546|CP002546.1 Planctomyces brasiliensis DSM 5305, complete genome.",0.8980000019073486,5933698
0.011105899540290062,"ENA|CP001848|CP001848.1 Pirellula staleyi DSM 6068, complete genome.",0.8539999723434448,6146194
0.010622203528530294,"ENA|CP002467|CP002467.1 Terriglobus saanensis SP1PR4, complete genome.",1.0,5020246
0.010115193015116503,"ENA|CP002353|CP002353.1 Isosphaera pallida ATCC 43644, complete genome.",0.8759999871253967,5457333
0.009922411860430276,"ENA|CP000909|CP000909.1 Chloroflexus aurantiacus J-10-fl, complete genome.",0.9139999747276306,5130757
0.009897170700485297,"ENA|CP001364|CP001364.1 Chloroflexus sp. Y-400-fl, complete genome.",0.9120000004768372,5128928
0.009876970464099992,"ENA|CP003379|CP003379.1 Terriglobus roseus DSM 18391, complete genome.",0.9980000257492065,4677390
0.009789043149040964,"ENA|CP001744|CP001744.1 Planctomyces limnophilus DSM 3776, complete genome.",0.8600000143051147,5379627
0.00939214312949127,"ENA|AP009153|AP009153.1 Gemmatimonas aurantiaca T-27 DNA, complete genome.",0.9559999704360962,4643198
0.009064997117093562,"ENA|CP002480|CP002480.1 Granulicella tundricola MP5ACTX9, complete genome.",0.9959999918937683,4301488
0.008903858677002854,"ENA|FP929003|FP929003.1 Candidatus Nitrospira defluvii chromosome, complete genome.",0.9879999756813049,4259236
0.008758692968652835,"ENA|CP001589|CP001589.1 Yersinia pestis D182038, complete genome.",0.9459999799728394,4375811
0.008755963023212424,"ENA|CP003301|CP003301.1 Escherichia coli O104:H4 str. 2009EL-2071, complete genome.",0.8019999861717224,5159884
0.008657626235846108,"ENA|AE017042|AE017042.1 Yersinia pestis biovar Microtus str. 91001, complete genome.",0.9419999718666077,4343685
0.008625261527999816,"ENA|CP001472|CP001472.1 Acidobacterium capsulatum ATCC 51196, complete genome.",1.0,4076455
