fraction,name,similarity,sketch_kmers
0.0324952260847271,"ENA|CP000473|CP000473.1 Solibacter usitatus Ellin6076, complete genome.",0.984000027179718,9804926
0.022931052040096895,"ENA|CP003364|CP003364.1 Singulisphaera acidiphila DSM 18658, complete genome.",0.7300000190734863,9326549
0.02095484832434398,"ENA|CP003130|CP003130.1 Granulicella mallensis MP5ACTX8, complete genome.",1.0,6221633
0.01951950641181028,"ENA|CP001032|CP001032.1 Opitutus terrae PB90-1, complete genome.",0.9760000109672546,5937982
0.018870079610834027,"ENA|CP000360|CP000360.1 Candidatus Koribacter versatilis Ellin345, complete genome.",0.9980000257492065,5613879
0.01684086776802933,"ENA|CP002467|CP002467.1 Terriglobus saanensis SP1PR4, complete genome.",0.9959999918937683,5020246
0.01681817466847622,ENA|BX119912|BX119912.1 Rhodopirellula baltica SH 1 complete genome,0.7020000219345093,7113144
0.015659219331169,"ENA|CP003379|CP003379.1 Terriglobus roseus DSM 18391, complete genome.",0.9940000176429749,4677390
0.014614739522571666,"ENA|CP001848|CP001848.1 Pirellula staleyi DSM 6068, complete genome.",0.7059999704360962,6146194
0.014429729263021166,"ENA|CP002480|CP002480.1 Granulicella tundricola MP5ACTX9, complete genome.",0.9959999918937683,4301488
0.013997375027236015,"ENA|CP000909|CP000909.1 Chloroflexus aurantiacus J-10-fl, complete genome.",0.8100000023841858,5130757
0.013957836621880215,"ENA|CP001364|CP001364.1 Chloroflexus sp. Y-400-fl, complete genome.",0.8080000281333923,5128928
0.01367483577843038,"ENA|CP001472|CP001472.1 Acidobacterium capsulatum ATCC 51196, complete genome.",0.9959999918937683,4076455
0.013599413543869851,"ENA|FP929003|FP929003.1 Candidatus Nitrospira defluvii chromosome, complete genome.",0.9480000138282776,4259236
0.013261516287035334,"ENA|AP009153|AP009153.1 Gemmatimonas aurantiaca T-27 DNA, complete genome.",0.8479999899864197,4643198
0.013103623946680038,"ENA|CP003301|CP003301.1 Escherichia coli O104:H4 str. 2009EL-2071, complete genome.",0.7540000081062317,5159884
0.012990291949173253,"ENA|CP002546|CP002546.1 Planctomyces brasiliensis DSM 5305, complete genome.",0.6499999761581421,5933698
0.01290067094765821,"ENA|CP001744|CP001744.1 Planctomyces limnophilus DSM 3776, complete genome.",0.7120000123977661,5379627
0.012840336126238085,"ENA|CP002516|CP002516.1 Escherichia coli KO11, complete genome.",0.7919999957084656,4813612
0.01267468417062791,"ENA|CP001589|CP001589.1 Yersinia pestis D182038, complete genome.",0.8600000143051147,4375811
0.012406072145372881,"ENA|AE017042|AE017042.1 Yersinia pestis biovar Microtus str. 91001, complete genome.",0.8479999899864197,4343685
0.012297716253364248,"ENA|CP002956|CP002956.1 Yersinia pestis A1122, complete genome.",0.8519999980926514,4285532
0.012175789961075652,"ENA|CP002729|CP002729.1 Escherichia coli UMNK88, complete genome.",0.7179999947547913,5034920
0.012095294102240339,"ENA|CP001998|CP001998.1 Coraliomargarita akajimensis DSM 45221, complete genome.",0.9559999704360962,3756457
0.011991314351638749,"ENA|FN649414|FN649414.1 Escherichia coli ETEC H10407, complete genome",0.7080000042915344,5028673
0.011846713506950038,"ENA|CP002614|CP002614.1 Salmonella enterica subsp. enterica serovar Typhimurium str. UK-1, complete genome.",0.7360000014305115,4779032
0.011726847390589832,"ENA|CP002353|CP002353.1 Isosphaera pallida ATCC 43644, complete genome.",0.6380000114440918,5457333
0.011684954769700913,"ENA|CP000857|CP000857.1 Salmonella enterica subsp. enterica serovar Paratyphi C strain RKS4594, complete genome.",0.7319999933242798,4739536
0.011406677706238596,"ENA|CP000886|CP000886.1 Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7, complete genome.",0.7080000042915344,4783500
