fraction,name,similarity,sketch_kmers
0.02594253515395236,"ENA|CP000473|CP000473.1 Solibacter usitatus Ellin6076, complete genome.",0.984000027179718,9804926
0.021617288545450232,"ENA|CP003364|CP003364.1 Singulisphaera acidiphila DSM 18658, complete genome.",0.8619999885559082,9326549
0.016428157486015175,"ENA|CP003130|CP003130.1 Granulicella mallensis MP5ACTX8, complete genome.",0.9819999933242798,6221633
0.016257490983361232,ENA|BX119912|BX119912.1 Rhodopirellula baltica SH 1 complete genome,0.8500000238418579,7113144
0.015647247213053293,"ENA|CP001032|CP001032.1 Opitutus terrae PB90-1, complete genome.",0.9800000190734863,5937982
0.015034720740960215,"ENA|CP000360|CP000360.1 Candidatus Koribacter versatilis Ellin345, complete genome.",0.9959999918937683,5613879
0.013689440545781051,"ENA|CP002546|CP002546.1 Planctomyces brasiliensis DSM 5305, complete genome.",0.8579999804496765,5933698
0.01341946692448722,"ENA|CP001848|CP001848.1 Pirellula staleyi DSM 6068, complete genome.",0.8119999766349792,6146194
0.013390896305312983,"ENA|CP002467|CP002467.1 Terriglobus saanensis SP1PR4, complete genome.",0.9919999837875366,5020246
0.01331389468271821,"ENA|AP012206|AP012206.1 Bradyrhizobium japonicum USDA 6 DNA, complete genome.",0.5339999794960022,9272373
0.013308779649300086,"ENA|BA000040|BA000040.2 Bradyrhizobium diazoefficiens USDA 110 DNA, complete genome.",0.550000011920929,8999172
0.012802724298569403,"ENA|CP000909|CP000909.1 Chloroflexus aurantiacus J-10-fl, complete genome.",0.9279999732971191,5130757
0.012770578526037352,"ENA|CP001364|CP001364.1 Chloroflexus sp. Y-400-fl, complete genome.",0.9259999990463257,5128928
0.012451215930718013,"ENA|CP003379|CP003379.1 Terriglobus roseus DSM 18391, complete genome.",0.9900000095367432,4677390
0.012032816298478112,"ENA|CP002353|CP002353.1 Isosphaera pallida ATCC 43644, complete genome.",0.8199999928474426,5457333
0.011774692068313063,"ENA|CP001744|CP001744.1 Planctomyces limnophilus DSM 3776, complete genome.",0.8140000104904175,5379627
0.01135803450447888,"ENA|CP002480|CP002480.1 Granulicella tundricola MP5ACTX9, complete genome.",0.9819999933242798,4301488
0.011313080987077914,ENA|FR878060|FR878060.1 Mycobacterium africanum GM041182 complete genome,0.9800000190734863,4293207
0.0112505318036993,"ENA|CP000611|CP000611.1 Mycobacterium tuberculosis H37Ra, complete genome.",0.9739999771118164,4295771
0.011186602593262167,"ENA|AP009153|AP009153.1 Gemmatimonas aurantiaca T-27 DNA, complete genome.",0.8960000276565552,4643198
0.011132991688865761,"ENA|CP000494|CP000494.1 Bradyrhizobium sp. BTAi1, complete genome.",0.5099999904632568,8118368
0.010961446855822248,ENA|HE608151|HE608151.1 Mycobacterium tuberculosis UT205 complete genome,0.972000002861023,4194002
0.01080768183897783,"ENA|CP001472|CP001472.1 Acidobacterium capsulatum ATCC 51196, complete genome.",0.9860000014305115,4076455
0.009975486618095511,"ENA|CU234118|CU234118.1 Bradyrhizobium sp. ORS278,complete sequence.",0.5040000081062317,7360894
0.009939087533838646,"ENA|CP001998|CP001998.1 Coraliomargarita akajimensis DSM 45221, complete genome.",0.984000027179718,3756457
0.009860302249161132,"ENA|CP000875|CP000875.1 Herpetosiphon aurantiacus DSM 785, complete genome.",0.5820000171661377,6300779
0.009770611945923288,ENA|HE572590|HE572590.1 Mycobacterium canettii CIPT 140010059 complete genome,0.843999981880188,4305329
0.009734791972891992,"ENA|AP012279|AP012279.1 Bradyrhizobium sp. S23321 DNA, complete genome.",0.5019999742507935,7211905
0.008181598123953533,"ENA|CP000804|CP000804.1 Roseiflexus castenholzii DSM 13941, complete genome.",0.5559999942779541,5472558
0.008069152431607642,"ENA|CP000686|CP000686.1 Roseiflexus sp. RS-1, complete genome.",0.5460000038146973,5496197
0.007826683249058792,"ENA|AP012337|AP012337.1 Caldilinea aerophila DSM 14535 = NBRC 104270 DNA, complete genome.",0.5720000267028809,5088722
0.007581922765512792,"ENA|AP012338|AP012338.1 Phycisphaera mikurensis NBRC 102666 DNA, complete genome.",0.7540000081062317,3739685
0.00715571353105051,"ENA|CP001097|CP001097.1 Chlorobium limicola DSM 245, complete genome.",1.0,2661215
0.0070857499961511985,"ENA|CP002514|CP002514.1 Chloracidobacterium thermophilum B chromosome 1, complete sequence.",0.9879999756813049,2667202
0.006977482253630413,"ENA|FO082820|FO082820.1 Rhizobium sp. NT-26 chromosome, complete genome.",0.6200000047683716,4185372
